"005;0016185486;20130301;103209;0"
"005;0000362180;20130301;103211;0"
"005;0008188791;20130301;103235;0"
"005;0008185098;20130301;103601;0"
"005;0004803225;20130301;104421;0"
"005;0004803225;20130301;104423;0"
"005;0016185486;20130301;104607;0"
"005;0016178939;20130301;105429;0"
"005;0016178939;20130301;105430;0"
"005;0008024572;20130301;105718;0"
"005;0006858849;20130301;105817;0"
"005;0006858849;20130301;105819;0"
"005;0016185486;20130301;105843;1"
"005;0015824693;20130301;110332;0"
"005;0006858849;20130301;110334;0"
"005;0004803225;20130301;111700;0"
"005;0006858849;20130301;111932;1"
"005;0006858849;20130301;112006;0"
"005;0004803225;20130301;112050;1"
"005;0004803225;20130301;112133;0"
"005;0006858849;20130301;112156;1"
"005;0004803225;20130301;112257;0"
"005;0006858849;20130301;112331;0"
"005;0004803225;20130301;112526;1"
"005;0006858849;20130301;112620;1"
"005;0004803225;20130301;113146;0"
"005;0004803225;20130301;113323;1"
"005;0004803225;20130301;113500;0"
"005;0004803225;20130301;113655;1"
"005;0008188791;20130301;114004;0"
"005;0008711381;20130301;114541;0"
"005;0008711381;20130301;114543;0"
"005;0004803225;20130301;114648;1"
"005;0004803225;20130301;115413;0"
"005;0004803225;20130301;115712;1"
"005;0004803225;20130301;115731;0"
"005;0009788152;20130301;120214;0"
"005;0004803225;20130301;120809;1"
"005;0004803225;20130301;121002;1"
"005;0004803225;20130301;121020;0"
"005;0004803225;20130301;121131;1"
"005;0008722309;20130301;121344;0"
"005;0006858849;20130301;121605;0"
"005;0004803225;20130301;121950;1"
"005;0000920910;20130301;122103;0"
"005;0010153556;20130301;122726;0"
"005;0010153556;20130301;122727;0"
"005;0004803225;20130301;122830;0"
"005;0006858849;20130301;124005;1"
"005;0006858849;20130301;124007;1"
"005;0004803225;20130301;124107;0"
"005;0004781558;20130301;124253;0"
"005;0008185098;20130301;124617;1"
"005;0004803225;20130301;124933;0"
"005;0004803225;20130301;125017;0"
"005;0015824693;20130301;125426;1"
"005;0004803225;20130301;125538;0"
"005;0004803225;20130301;130120;0"
"005;0004803225;20130301;130240;1"
"005;0016178939;20130301;131027;1"
"005;0004803225;20130301;131342;0"
"005;0004803225;20130301;131346;0"
"005;0000362180;20130301;131526;1"
"005;0008722309;20130301;131541;1"
"005;0008722309;20130301;131604;0"
"005;0004803225;20130301;131621;0"
"005;0004803225;20130301;131723;0"
"005;0008711381;20130301;131921;1"
"005;0004803225;20130301;132036;1"
"005;0001734676;20130301;134052;0"
"005;0004803225;20130301;134716;0"
"005;0004803225;20130301;134918;0"
"005;0015824693;20130301;135043;0"
"005;0000362180;20130301;135234;0"
"005;0006858849;20130301;135828;0"
"005;0008711381;20130301;141148;0"
"005;0016178939;20130301;141150;0"
"005;0016178939;20130301;141152;0"
"005;0009788152;20130301;141707;1"
"005;0015824693;20130301;141732;1"
"005;0004803225;20130301;141834;0"
"005;0015824693;20130301;142131;0"
"005;0004803225;20130301;142642;0"
"005;0010153556;20130301;142644;1"
"005;0011918233;20130301;144203;0"
"005;0000362180;20130301;144438;1"
"005;0004803225;20130301;144933;0"
"005;0004781558;20130301;145516;1"
"005;0008024572;20130301;145906;1"
"005;0004783066;20130301;150824;0"
"005;0000920910;20130301;153817;1"
"005;0000920910;20130301;153826;1"
"005;0004803225;20130301;154429;0"
"005;0016185486;20130301;154630;0"
"005;0016178939;20130301;154850;1"
"005;0008711381;20130301;154857;1"
"005;0016185486;20130301;155246;1"
"005;0004803225;20130301;155733;0"
"005;0015824693;20130301;155806;1"
"005;0004781558;20130301;155951;0"
"005;0007376187;20130301;160056;0"
"005;0004803225;20130301;160724;0"
"005;0001734676;20130301;162247;1"
"005;0004803225;20130301;162450;0"
"005;0006858849;20130301;162946;1"
"005;0004803225;20130301;163307;1"
"005;0016185486;20130301;164046;0"
"005;0016185486;20130301;164310;1"
"005;0004803225;20130301;164516;0"
"005;0011763542;20130301;171354;0"
"005;0004803225;20130301;172440;1"
"005;0004803225;20130301;172457;0"
"005;0004803225;20130301;172750;1"
"005;0004803225;20130301;173247;0"
"005;0004781558;20130301;174251;1"
"005;0004803225;20130301;174941;1"
"005;0006858849;20130301;175318;0"
"005;0008188791;20130301;175423;1"
"005;0004803225;20130301;175824;0"
"005;0004803225;20130301;181405;1"
"005;0004803225;20130301;181630;0"
"005;0004803225;20130301;183043;1"
"005;0007376187;20130301;183107;1"
"005;0007376187;20130301;183347;0"
"005;0004783066;20130301;184504;1"
"005;0004783066;20130301;184505;1"
"005;0008722309;20130301;192657;1"
"005;0008722309;20130301;192713;0"
"005;0008722309;20130301;193023;1"
"005;0004803225;20130301;193646;0"
"005;0011763542;20130301;193704;1"
"005;0004803225;20130301;194835;1"
"005;0004803225;20130301;200335;0"
"005;0004803225;20130301;204447;1"
"005;0004803225;20130301;204537;0"
"005;0007376187;20130301;230520;1"
"005;0007376187;20130301;230522;1"
"005;0007376187;20130301;230531;1"
"005;0008188791;20130302;083123;0"
"005;0008188791;20130302;083124;0"
"005;0004803225;20130302;083136;0"
"005;0015667475;20130302;092732;0"
"005;0002082903;20130302;093520;0"
"005;0000687526;20130302;093759;0"
"005;0002082903;20130302;093939;0"
"005;0000662324;20130302;094159;0"
"005;0008188791;20130302;094244;0"
"005;0004803225;20130302;094445;0"
"005;0004803225;20130302;095718;0"
"005;0014736748;20130302;095727;0"
"005;0006825844;20130302;095737;0"
"005;0006858849;20130302;095744;1"
"005;0006858849;20130302;095751;0"
"005;0006858849;20130302;095810;0"
"005;0016185486;20130302;095853;0"
"005;0016185486;20130302;100340;1"
"005;0004803225;20130302;100427;0"
"005;0016185486;20130302;100615;1"
"005;0004803225;20130302;100628;1"
"005;0008167222;20130302;101611;0"
"005;0008490947;20130302;101707;0"
"005;0012625240;20130302;101756;0"
"005;0015824693;20130302;101910;0"
"005;0006858849;20130302;101916;1"
"005;0006858849;20130302;101924;0"
"005;0015824693;20130302;102137;1"
"005;0033527194;20130302;102142;0"
"005;0000691651;20130302;102146;0"
"005;0014710224;20130302;102149;0"
"005;0008490947;20130302;102340;1"
"005;0015824693;20130302;102412;0"
"005;0016185486;20130302;102808;0"
"005;0006872606;20130302;102813;0"
